Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR6984609	(0.0, 0.003933839698534927)	(1.0, 0.002601704452708984)	(2.0, 0.0013973082030581316)	(3.0, 0.0016566965728422435)	(4.0, 0.0017883459464512654)	(5.0, 0.0022536808610890947)	(6.0, 0.0021728663941211804)	(7.0, 0.0016488758179743809)	(8.0, 0.0016710346234333252)	(9.0, 0.001832663557369154)	(10.0, 0.0022028459544479874)	(11.0, 0.0029158381065681345)	(12.0, 0.003420276795545277)	(13.0, 0.004105896305627905)	(14.0, 0.0059307391081291965)	(15.0, 0.009545231316226397)	(16.0, 0.012020500231904934)	(17.0, 0.015766641813611156)	(18.0, 0.027672437640787438)	(19.0, 0.05626902781512731)	(20.0, 0.07670596374399713)	(21.0, 0.08367425633126278)	(22.0, 0.11496248963929205)	(23.0, 0.1658964591753924)	(24.0, 0.19251048799072906)	(25.0, 0.23779917597137717)	(26.0, 0.32743154405280667)	(27.0, 0.43334933068741555)	(28.0, 0.49492343722124305)	(29.0, 0.5512289618924203)	(30.0, 0.6702308714209635)	(31.0, 0.8593810417368009)	(32.0, 0.9858348271952725)	(33.0, 1.1178452589873604)	(34.0, 1.3306962269302558)	(35.0, 1.4831892157212763)	(36.0, 1.5548416683614894)	(37.0, 1.6407448398300932)	(38.0, 1.8025679891784736)	(39.0, 1.9436009651697859)	(40.0, 2.008713963281321)	(41.0, 2.1470357442517742)	(42.0, 2.4607366496749035)	(43.0, 2.6379862380001433)	(44.0, 2.639856701872707)	(45.0, 2.7728981698482085)	(46.0, 2.970987462978013)	(47.0, 3.0388768290676396)	(48.0, 3.041718370002963)	(49.0, 3.0369815994713276)	(50.0, 3.0615922115813468)	(51.0, 3.0701950419359956)	(52.0, 3.04945048964899)	(53.0, 2.974968227205755)	(54.0, 2.8434531098886313)	(55.0, 2.795403695439628)	(56.0, 2.8043871358645127)	(57.0, 2.6117489088776087)	(58.0, 2.3523957324904017)	(59.0, 2.1168984653684655)	(60.0, 1.948116147646832)	(61.0, 1.7234571433126087)	(62.0, 1.3991969153587203)	(63.0, 1.1290393661215612)	(64.0, 0.9584830405040675)	(65.0, 0.9068087061738095)	(66.0, 0.8530853340681716)	(67.0, 0.91258824402116)	(68.0, 0.9741401917495285)	(69.0, 0.8335986198557469)	(70.0, 0.6164683955409862)	(71.0, 0.5402525324353752)	(72.0, 0.5406253217507432)	(73.0, 0.79287985963622)	(74.0, 1.1889359207362324)	(75.0, 1.3126420143177948)	(76.0, 1.2925465846848216)	(77.0, 1.0864462316520365)	(78.0, 0.9469539443696933)	(79.0, 1.1301368787213515)	(80.0, 1.246711747322568)	(81.0, 1.0502726334698824)	(82.0, 0.7067694381636179)	(83.0, 0.626407271518895)	(84.0, 0.6931091863277511)	(85.0, 0.7662710446574618)	(86.0, 0.6745583557811808)	(87.0, 0.48393527663189595)	(88.0, 0.4581867446886027)	(89.0, 0.5759282092242753)	(90.0, 0.4712904194697067)	(91.0, 0.1521058614250612)	(92.0, 0.05530055767065698)	(93.0, 0.04690367386086176)	(94.0, 0.03503176797144622)	(95.0, 0.028842943952677554)	(96.0, 0.026129142013529203)	(97.0, 0.027476918769090874)	(98.0, 0.04305455900672868)	(99.0, 0.04603035623395042)	(100.0, 0.034776289979096035)
SRR6984610	(0.0, 0.008587280717429183)	(1.0, 0.005437273538372217)	(2.0, 0.002332409774301735)	(3.0, 0.0025618888004830345)	(4.0, 0.002746224411677849)	(5.0, 0.0034421853927194953)	(6.0, 0.003122419536565226)	(7.0, 0.0021167245693663054)	(8.0, 0.0021267564393633023)	(9.0, 0.0022709645705701297)	(10.0, 0.002575682621728905)	(11.0, 0.0033055011640104157)	(12.0, 0.0038748097863399787)	(13.0, 0.004687391256096712)	(14.0, 0.006836719402953257)	(15.0, 0.010507129838104428)	(16.0, 0.012840793596155788)	(17.0, 0.01650869606380771)	(18.0, 0.02762024606923119)	(19.0, 0.051458477149594624)	(20.0, 0.06785306069218648)	(21.0, 0.07747863995430483)	(22.0, 0.10944895565098373)	(23.0, 0.15834554400009532)	(24.0, 0.18489739591464635)	(25.0, 0.2258725689173794)	(26.0, 0.3038590722902822)	(27.0, 0.4016196454110151)	(28.0, 0.4623688881615783)	(29.0, 0.5344077466100117)	(30.0, 0.6695809249007942)	(31.0, 0.8498310570393318)	(32.0, 0.9669468693355203)	(33.0, 1.092362800070474)	(34.0, 1.3245291134272192)	(35.0, 1.521242798214578)	(36.0, 1.6112061003801452)	(37.0, 1.7108677128653091)	(38.0, 1.9099903004356968)	(39.0, 2.0955987051363802)	(40.0, 2.1817461347518394)	(41.0, 2.31295170845881)	(42.0, 2.6157549264319084)	(43.0, 2.8285296350844593)	(44.0, 2.8697066994708815)	(45.0, 3.0057037450851674)	(46.0, 3.2122875359658214)	(47.0, 3.332889423085966)	(48.0, 3.382904564939743)	(49.0, 3.4116872539448764)	(50.0, 3.386159906753768)	(51.0, 3.2852455645027296)	(52.0, 3.2386412584479314)	(53.0, 3.1615112259760227)	(54.0, 2.9832850236093793)	(55.0, 2.8580684762906157)	(56.0, 2.833948098866587)	(57.0, 2.7090550793552266)	(58.0, 2.571153232425261)	(59.0, 2.391338232647843)	(60.0, 2.2245320602890306)	(61.0, 1.975051993301219)	(62.0, 1.589261384761715)	(63.0, 1.2148582026525518)	(64.0, 0.9767655620950808)	(65.0, 0.9225407967938144)	(66.0, 0.8047979926228136)	(67.0, 0.7685240046974231)	(68.0, 0.7957680556417669)	(69.0, 0.67634240527877)	(70.0, 0.47938670162773356)	(71.0, 0.38908983978476624)	(72.0, 0.3763230312298383)	(73.0, 0.5776526301995653)	(74.0, 0.7982007841160387)	(75.0, 0.8324984936520208)	(76.0, 0.8475776482412564)	(77.0, 0.7116307619769555)	(78.0, 0.6242845238968548)	(79.0, 0.7599969151999759)	(80.0, 0.8471086583188968)	(81.0, 0.7290874697554794)	(82.0, 0.5224334557848465)	(83.0, 0.5165848755765974)	(84.0, 0.5993691207755639)	(85.0, 0.7018283710061402)	(86.0, 0.6377673571728184)	(87.0, 0.4291847161952628)	(88.0, 0.3871223392816052)	(89.0, 0.472123627749908)	(90.0, 0.3775795229469621)	(91.0, 0.12223582794590566)	(92.0, 0.046437526216097764)	(93.0, 0.039982017873030386)	(94.0, 0.02963163600362903)	(95.0, 0.023741674331642336)	(96.0, 0.021746586185989614)	(97.0, 0.02267704212821106)	(98.0, 0.03498990856577489)	(99.0, 0.03794053232864155)	(100.0, 0.02950874559616582)
SRR6984611	(0.0, 0.0022650276137451356)	(1.0, 0.0016459528212681574)	(2.0, 0.0010784675948309268)	(3.0, 0.0013548402700438637)	(4.0, 0.0015796233792170526)	(5.0, 0.0019247821424829869)	(6.0, 0.001928467111485826)	(7.0, 0.0016938574183050664)	(8.0, 0.0018007215193874017)	(9.0, 0.001997253199538824)	(10.0, 0.0024173396658624877)	(11.0, 0.0031801282494501935)	(12.0, 0.003719362046865657)	(13.0, 0.004456355847433488)	(14.0, 0.006173551402756537)	(15.0, 0.009562494562367616)	(16.0, 0.011971235967223479)	(17.0, 0.015382288940851594)	(18.0, 0.025739508484831516)	(19.0, 0.049342963271017275)	(20.0, 0.06600025148685121)	(21.0, 0.07329894675847463)	(22.0, 0.10081952359467841)	(23.0, 0.14612376083858397)	(24.0, 0.17120611651790918)	(25.0, 0.2115860068510207)	(26.0, 0.29944058117071)	(27.0, 0.41369918671874284)	(28.0, 0.4804831082801978)	(29.0, 0.5412580737210232)	(30.0, 0.6735877672589792)	(31.0, 0.8811276781448824)	(32.0, 1.017112860933655)	(33.0, 1.1645668955822637)	(34.0, 1.41486350180811)	(35.0, 1.617023357949868)	(36.0, 1.7163406425143892)	(37.0, 1.8272311863938269)	(38.0, 2.0401622069308836)	(39.0, 2.243735862846731)	(40.0, 2.345269042104959)	(41.0, 2.4784720732965884)	(42.0, 2.784652462773491)	(43.0, 3.015001103463968)	(44.0, 3.0723723858691705)	(45.0, 3.2081634936237937)	(46.0, 3.415654271589659)	(47.0, 3.5132568172448595)	(48.0, 3.5391596926888162)	(49.0, 3.5751802646915696)	(50.0, 3.5745292535010673)	(51.0, 3.5178446036533937)	(52.0, 3.4978315369989743)	(53.0, 3.416843288254575)	(54.0, 3.2194640652325)	(55.0, 3.031975299014046)	(56.0, 2.9608775070732674)	(57.0, 2.7739230613602244)	(58.0, 2.482204946896464)	(59.0, 2.198354241253766)	(60.0, 2.0192672043617845)	(61.0, 1.7897747048029675)	(62.0, 1.4194721697076607)	(63.0, 1.0998969179054376)	(64.0, 0.9211317016397044)	(65.0, 0.8409787125359489)	(66.0, 0.6931377561420419)	(67.0, 0.634965607140222)	(68.0, 0.6444814254285536)	(69.0, 0.5471061195285288)	(70.0, 0.3993892237577174)	(71.0, 0.3347388992489063)	(72.0, 0.32043016461088186)	(73.0, 0.4550973568196388)	(74.0, 0.6150372947728678)	(75.0, 0.6499400928447594)	(76.0, 0.659570145172179)	(77.0, 0.547835743391091)	(78.0, 0.48461395853238054)	(79.0, 0.5983947464330451)	(80.0, 0.6636629174113323)	(81.0, 0.5966677242937146)	(82.0, 0.43611239651701156)	(83.0, 0.42736919339627516)	(84.0, 0.5121861249346241)	(85.0, 0.5699185343021052)	(86.0, 0.4748414207368511)	(87.0, 0.3159541555954332)	(88.0, 0.3098764133867505)	(89.0, 0.37729783458569666)	(90.0, 0.3038662289431198)	(91.0, 0.1010443067038516)	(92.0, 0.03907541130610643)	(93.0, 0.034689069869726884)	(94.0, 0.02862483921405458)	(95.0, 0.027231920930981375)	(96.0, 0.02751689186720094)	(97.0, 0.030975849437865962)	(98.0, 0.0648505411579654)	(99.0, 0.06944446918150489)	(100.0, 0.04362266305560995)
SRR6984612	(0.0, 0.00029793743262985297)	(1.0, 0.0002902980112803696)	(2.0, 0.0003183092228951421)	(3.0, 0.00043162730624581264)	(4.0, 0.0005092947566322273)	(5.0, 0.0006582634729471537)	(6.0, 0.0008416095853347556)	(7.0, 0.0010134965656981324)	(8.0, 0.0011510061499888336)	(9.0, 0.001324166367243791)	(10.0, 0.0018474667296834045)	(11.0, 0.0026967157363676436)	(12.0, 0.003195824597867226)	(13.0, 0.003936848468767117)	(14.0, 0.006000765470019218)	(15.0, 0.00997199133485901)	(16.0, 0.012620324069346591)	(17.0, 0.016382739083967174)	(18.0, 0.028333340548342384)	(19.0, 0.054922346555219395)	(20.0, 0.07332316611234176)	(21.0, 0.08550040374341832)	(22.0, 0.12164250614782432)	(23.0, 0.17728295830989516)	(24.0, 0.20895854569863656)	(25.0, 0.2564031719896033)	(26.0, 0.35637773271650947)	(27.0, 0.47573987159151304)	(28.0, 0.5425720760305771)	(29.0, 0.6105552866196299)	(30.0, 0.7492922712738149)	(31.0, 0.947788629434334)	(32.0, 1.0755312135297208)	(33.0, 1.2155465280230526)	(34.0, 1.4645381880667654)	(35.0, 1.657399199745149)	(36.0, 1.7412838658731513)	(37.0, 1.8518632166700324)	(38.0, 2.04599237229243)	(39.0, 2.209837588448584)	(40.0, 2.290132999779221)	(41.0, 2.4261770884077127)	(42.0, 2.79486192891824)	(43.0, 3.018353200497377)	(44.0, 3.0092037201944795)	(45.0, 3.133367235387633)	(46.0, 3.3103917266085374)	(47.0, 3.283919858395686)	(48.0, 3.204587014155084)	(49.0, 3.2364102970232485)	(50.0, 3.251876305545278)	(51.0, 3.212828676554285)	(52.0, 3.1901383219094277)	(53.0, 3.0994889481764574)	(54.0, 2.9245487457470705)	(55.0, 2.834670953570398)	(56.0, 2.8290839900901426)	(57.0, 2.644425170467321)	(58.0, 2.394460757438441)	(59.0, 2.1684497500508657)	(60.0, 2.0077443360693494)	(61.0, 1.7770248986567099)	(62.0, 1.443189825105634)	(63.0, 1.154572486522151)	(64.0, 0.9690707840771031)	(65.0, 0.894998954672512)	(66.0, 0.7666783210283477)	(67.0, 0.750287942523031)	(68.0, 0.7881463682572875)	(69.0, 0.683322048210351)	(70.0, 0.49973402081334883)	(71.0, 0.4170793015226131)	(72.0, 0.4131882895819428)	(73.0, 0.5557500778584359)	(74.0, 0.7297773694365596)	(75.0, 0.7589357674906462)	(76.0, 0.7566286622431022)	(77.0, 0.6431183201218029)	(78.0, 0.5819303748231155)	(79.0, 0.710599875375573)	(80.0, 0.7869469791054187)	(81.0, 0.6940083254413867)	(82.0, 0.5221073394722026)	(83.0, 0.5305781845118881)	(84.0, 0.6180113618567258)	(85.0, 0.6959729299650954)	(86.0, 0.6449912515893179)	(87.0, 0.4361702154749721)	(88.0, 0.35629242584477355)	(89.0, 0.40376251687357195)	(90.0, 0.3110861500092055)	(91.0, 0.10814619509707031)	(92.0, 0.04535269807809984)	(93.0, 0.03947034363899762)	(94.0, 0.030533493896993606)	(95.0, 0.026576273637961202)	(96.0, 0.02567354868183058)	(97.0, 0.027808766949011188)	(98.0, 0.04564172285248863)	(99.0, 0.04629362014097788)	(100.0, 0.031247779793170304)
SRR6984613	(0.0, 0.012904896948848181)	(1.0, 0.007842380457531205)	(2.0, 0.002777352797319729)	(3.0, 0.0032255964449884197)	(4.0, 0.0036763512615516124)	(5.0, 0.004594183492492264)	(6.0, 0.003913656722082096)	(7.0, 0.002162116418166624)	(8.0, 0.002008935115601974)	(9.0, 0.002131982391432595)	(10.0, 0.002548836427920004)	(11.0, 0.0032180629383049123)	(12.0, 0.003593482688033031)	(13.0, 0.004228808418342155)	(14.0, 0.006078284309143223)	(15.0, 0.009303880754131643)	(16.0, 0.011315327038628118)	(17.0, 0.014537156730274784)	(18.0, 0.024634566855069207)	(19.0, 0.05358583303978815)	(20.0, 0.07566151879135934)	(21.0, 0.08137066127301071)	(22.0, 0.111193303064122)	(23.0, 0.16034817858956055)	(24.0, 0.18538955480553915)	(25.0, 0.23224671079250794)	(26.0, 0.3318848701885768)	(27.0, 0.4595916199029471)	(28.0, 0.5345173662082172)	(29.0, 0.5828410448295754)	(30.0, 0.6941737177673424)	(31.0, 0.907752398998119)	(32.0, 1.0583220859124869)	(33.0, 1.2248954521915192)	(34.0, 1.4419671693545486)	(35.0, 1.553047469818418)	(36.0, 1.61362941939829)	(37.0, 1.6894780202722899)	(38.0, 1.8274479172584914)	(39.0, 1.9429955871856808)	(40.0, 1.9964219610006682)	(41.0, 2.139367739151327)	(42.0, 2.5104318664319307)	(43.0, 2.7075485799747967)	(44.0, 2.6765469443877166)	(45.0, 2.8539258704197925)	(46.0, 3.0771060059186994)	(47.0, 3.0916657631690247)	(48.0, 3.06042431095252)	(49.0, 3.060331397703423)	(50.0, 3.1215938740537053)	(51.0, 3.1732800078248022)	(52.0, 3.1636107519965204)	(53.0, 3.093713621402492)	(54.0, 2.9626293495250153)	(55.0, 2.8846387215840052)	(56.0, 2.867835234926442)	(57.0, 2.6958603443553346)	(58.0, 2.4596773763206943)	(59.0, 2.2149099774201972)	(60.0, 2.0343506559832334)	(61.0, 1.819589214203146)	(62.0, 1.5058261943417464)	(63.0, 1.24094182142739)	(64.0, 1.0750590265943458)	(65.0, 0.9994213639074844)	(66.0, 0.9023923089928033)	(67.0, 0.9506820868340858)	(68.0, 1.0203632569031875)	(69.0, 0.8519328812266709)	(70.0, 0.6106447068295068)	(71.0, 0.5498028512690537)	(72.0, 0.561818794429248)	(73.0, 0.7856116551384135)	(74.0, 0.9893113979382173)	(75.0, 0.9691341558708899)	(76.0, 0.9690500317129243)	(77.0, 0.8446354244192467)	(78.0, 0.7325217779552895)	(79.0, 0.8155272101786213)	(80.0, 0.8862316815722329)	(81.0, 0.7819754825791738)	(82.0, 0.5618049830003283)	(83.0, 0.5375558805705652)	(84.0, 0.6292210787265887)	(85.0, 0.7295837103487216)	(86.0, 0.6747573598750493)	(87.0, 0.4652517945911557)	(88.0, 0.4109352114030673)	(89.0, 0.49608769303119865)	(90.0, 0.39025699114128676)	(91.0, 0.1260267777239481)	(92.0, 0.05277974782465286)	(93.0, 0.04642774610600887)	(94.0, 0.03621607779651458)	(95.0, 0.030823342595570537)	(96.0, 0.02929027398547678)	(97.0, 0.0316043161217608)	(98.0, 0.053583321870893645)	(99.0, 0.058554180697561284)	(100.0, 0.0438600759113801)
SRR6984614	(0.0, 0.0037234297589077967)	(1.0, 0.0024789138340554624)	(2.0, 0.0012571634444138416)	(3.0, 0.0014683770210910164)	(4.0, 0.0016568250625574777)	(5.0, 0.002099488247210239)	(6.0, 0.002066604696350319)	(7.0, 0.0016568250625574777)	(8.0, 0.0017225921642773161)	(9.0, 0.0018819509107523104)	(10.0, 0.0024738548262308595)	(11.0, 0.0034502433363792356)	(12.0, 0.003994086677524057)	(13.0, 0.00476305586686371)	(14.0, 0.007056051163365012)	(15.0, 0.01111716969456506)	(16.0, 0.013654262118603454)	(17.0, 0.01770146837828584)	(18.0, 0.029125972798195534)	(19.0, 0.05323973359416565)	(20.0, 0.06997619622990849)	(21.0, 0.08206722493070961)	(22.0, 0.1183226045057269)	(23.0, 0.17358720598168992)	(24.0, 0.20468745658343673)	(25.0, 0.25107729358309)	(26.0, 0.3450331869016166)	(27.0, 0.4623553726100283)	(28.0, 0.5321115019995665)	(29.0, 0.6095282339875098)	(30.0, 0.75793043426637)	(31.0, 0.9687177895343217)	(32.0, 1.1085196765113567)	(33.0, 1.2572051812283946)	(34.0, 1.5250290554628767)	(35.0, 1.741668418031938)	(36.0, 1.8391694110835553)	(37.0, 1.9604730359499292)	(38.0, 2.1892502230421695)	(39.0, 2.40531159396727)	(40.0, 2.5138994026665045)	(41.0, 2.6397611935828458)	(42.0, 2.9411351429581387)	(43.0, 3.1799822851252513)	(44.0, 3.243317268833412)	(45.0, 3.3549872780497854)	(46.0, 3.5235483597577324)	(47.0, 3.6044254530977047)	(48.0, 3.6284114739461035)	(49.0, 3.625746641574494)	(50.0, 3.617205771614608)	(51.0, 3.572099657850448)	(52.0, 3.5328695816745634)	(53.0, 3.434154426745042)	(54.0, 3.2139674349389775)	(55.0, 3.010117244150513)	(56.0, 2.92773889023859)	(57.0, 2.7623283056534147)	(58.0, 2.4824804345718077)	(59.0, 2.194215639222017)	(60.0, 2.0203881303686586)	(61.0, 1.7970329349124368)	(62.0, 1.4252148310834596)	(63.0, 1.118287355868709)	(64.0, 0.9598227890267135)	(65.0, 0.8585869834485832)	(66.0, 0.6821414380459926)	(67.0, 0.608010531640129)	(68.0, 0.6090893650587255)	(69.0, 0.5142671166502357)	(70.0, 0.3664745268142402)	(71.0, 0.29898609768208023)	(72.0, 0.28446800997742583)	(73.0, 0.4133867063717837)	(74.0, 0.48799189476120386)	(75.0, 0.460658075484874)	(76.0, 0.4876377642134817)	(77.0, 0.40232265625937697)	(78.0, 0.32190087362361947)	(79.0, 0.36337082551384625)	(80.0, 0.39994745208572585)	(81.0, 0.36266003491448956)	(82.0, 0.2758525196521269)	(83.0, 0.29153797341230847)	(84.0, 0.35674352526361636)	(85.0, 0.4094470040283741)	(86.0, 0.3559821445860136)	(87.0, 0.23856510248089066)	(88.0, 0.2273163985828859)	(89.0, 0.27121467422892215)	(90.0, 0.21259721531720352)	(91.0, 0.07061742547167692)	(92.0, 0.03115337018390518)	(93.0, 0.028007932068958272)	(94.0, 0.023825397349967754)	(95.0, 0.023224640170796153)	(96.0, 0.02366097959566816)	(97.0, 0.026449757658980555)	(98.0, 0.04668072994956789)	(99.0, 0.0458662296898068)	(100.0, 0.02760953520277079)
SRR6984615	(0.0, 0.011365301183587292)	(1.0, 0.006987139649232927)	(2.0, 0.0026137564630743107)	(3.0, 0.002984078448244803)	(4.0, 0.0033496220852195467)	(5.0, 0.003918245520513592)	(6.0, 0.0033532058463663574)	(7.0, 0.0020511059630249507)	(8.0, 0.0018826691891248237)	(9.0, 0.0020451330277802653)	(10.0, 0.002415455012950757)	(11.0, 0.0030784508251108316)	(12.0, 0.003533588490755855)	(13.0, 0.004243173197824476)	(14.0, 0.00627636035511537)	(15.0, 0.009651068768362595)	(16.0, 0.011702174731387545)	(17.0, 0.015180812217892295)	(18.0, 0.02572423751181088)	(19.0, 0.05284733645792707)	(20.0, 0.07290564759662943)	(21.0, 0.07852976342302516)	(22.0, 0.10677099584694644)	(23.0, 0.1542462743458035)	(24.0, 0.179104436247135)	(25.0, 0.224987330209759)	(26.0, 0.32445939918769995)	(27.0, 0.447278477450067)	(28.0, 0.516508380697117)	(29.0, 0.5727077284143616)	(30.0, 0.6976137502512216)	(31.0, 0.906875536548773)	(32.0, 1.0474306487267087)	(33.0, 1.191015233660749)	(34.0, 1.4145081354722877)	(35.0, 1.5649508446542755)	(36.0, 1.635485236958765)	(37.0, 1.7205434186042312)	(38.0, 1.8726370470878502)	(39.0, 2.003259167953874)	(40.0, 2.066845841981745)	(41.0, 2.1958767728985853)	(42.0, 2.510066307226573)	(43.0, 2.690446562441973)	(44.0, 2.6856682142462245)	(45.0, 2.823156821469539)	(46.0, 3.007847146757504)	(47.0, 3.06111139409551)	(48.0, 3.0671739233688653)	(49.0, 3.100991488137225)	(50.0, 3.121602893079585)	(51.0, 3.0889655803155756)	(52.0, 3.069534427377565)	(53.0, 3.0052298065332823)	(54.0, 2.8789512041771936)	(55.0, 2.8133146187733464)	(56.0, 2.8096520148813053)	(57.0, 2.6607801876686694)	(58.0, 2.4706652425914815)	(59.0, 2.2693749356714874)	(60.0, 2.1093277466160454)	(61.0, 1.8877581299532955)	(62.0, 1.564413280482254)	(63.0, 1.261362075798555)	(64.0, 1.060086103923148)	(65.0, 1.0019849736239959)	(66.0, 0.910484384023612)	(67.0, 0.9269613231896009)	(68.0, 0.9768377216568215)	(69.0, 0.8347786243842741)	(70.0, 0.6079229600299775)	(71.0, 0.5226616985861919)	(72.0, 0.5221970042241554)	(73.0, 0.7417071528145379)	(74.0, 0.9825562098600834)	(75.0, 1.0071599247199912)	(76.0, 1.010424731124736)	(77.0, 0.8716388023662763)	(78.0, 0.7692710543817118)	(79.0, 0.8862724937157553)	(80.0, 0.9668557522759034)	(81.0, 0.832065717196138)	(82.0, 0.5895036223224168)	(83.0, 0.5744852739431798)	(84.0, 0.6672389853578988)	(85.0, 0.7494026825837905)	(86.0, 0.6653443702982845)	(87.0, 0.4500821732539223)	(88.0, 0.4010419857209576)	(89.0, 0.492703844572948)	(90.0, 0.4057152102563995)	(91.0, 0.13854342758752572)	(92.0, 0.0500221380871909)	(93.0, 0.042790108092925876)	(94.0, 0.03163983257814726)	(95.0, 0.025427979923674487)	(96.0, 0.023134372789715314)	(97.0, 0.02456190431319511)	(98.0, 0.038701036624414285)	(99.0, 0.0406900240608945)	(100.0, 0.029967410709635357)
SRR6984616	(0.0, 0.008422679425565136)	(1.0, 0.005309403249196125)	(2.0, 0.0021816152199229705)	(3.0, 0.0023789764194193284)	(4.0, 0.0025908494718198294)	(5.0, 0.0031142436332292876)	(6.0, 0.0029197848043137587)	(7.0, 0.002082934620174792)	(8.0, 0.001963937426360812)	(9.0, 0.0021438844023721963)	(10.0, 0.0027350005440009923)	(11.0, 0.003673433698468967)	(12.0, 0.004200697687319529)	(13.0, 0.005122684075162807)	(14.0, 0.007713533546982637)	(15.0, 0.012383447811536153)	(16.0, 0.015384498992113117)	(17.0, 0.019826093437641436)	(18.0, 0.03331147461303225)	(19.0, 0.06311495065070277)	(20.0, 0.08387463995851081)	(21.0, 0.09597752528056684)	(22.0, 0.13631854144036643)	(23.0, 0.19960569941219836)	(24.0, 0.23465472654628677)	(25.0, 0.2905969520349013)	(26.0, 0.40183707674318647)	(27.0, 0.536012701238041)	(28.0, 0.6148904265132249)	(29.0, 0.6932757162465282)	(30.0, 0.8555975631774)	(31.0, 1.0897559843543652)	(32.0, 1.2399778483337616)	(33.0, 1.3874859958200834)	(34.0, 1.6436966286701855)	(35.0, 1.8401397116061406)	(36.0, 1.9278803091783154)	(37.0, 2.027498374624102)	(38.0, 2.2146490344171035)	(39.0, 2.3716634130124996)	(40.0, 2.441145197260681)	(41.0, 2.5579278823214886)	(42.0, 2.8419054945183797)	(43.0, 3.027904880647653)	(44.0, 3.0467093396408425)	(45.0, 3.162465552972897)	(46.0, 3.334644817853124)	(47.0, 3.3960202810690494)	(48.0, 3.4009726927368042)	(49.0, 3.4052701361101514)	(50.0, 3.381498753596303)	(51.0, 3.3073257710326422)	(52.0, 3.2612216143561774)	(53.0, 3.1669293989262117)	(54.0, 2.975180416676317)	(55.0, 2.828718090055954)	(56.0, 2.7797125302555203)	(57.0, 2.624438606551761)	(58.0, 2.388232079201591)	(59.0, 2.1355071934190644)	(60.0, 1.9637149112829482)	(61.0, 1.737568967822791)	(62.0, 1.3906379702708633)	(63.0, 1.0972740916155719)	(64.0, 0.9246952670520512)	(65.0, 0.8477505205836993)	(66.0, 0.7165885242086053)	(67.0, 0.6816372102174049)	(68.0, 0.7009031461329462)	(69.0, 0.5947537794234348)	(70.0, 0.42997555952432154)	(71.0, 0.36663906125261553)	(72.0, 0.3619314161705113)	(73.0, 0.5240471947901443)	(74.0, 0.6494141245721833)	(75.0, 0.6201504894625469)	(76.0, 0.6276357031905043)	(77.0, 0.5421125167420828)	(78.0, 0.464786592270782)	(79.0, 0.5114828325457363)	(80.0, 0.54998181084357)	(81.0, 0.48531796175956493)	(82.0, 0.3503374131569605)	(83.0, 0.365422000522388)	(84.0, 0.45082328740641475)	(85.0, 0.5165435993818415)	(86.0, 0.44598406819131287)	(87.0, 0.2993524366204015)	(88.0, 0.2890006482154455)	(89.0, 0.35762526568542163)	(90.0, 0.2852072498663023)	(91.0, 0.08784218054250376)	(92.0, 0.031519744507800616)	(93.0, 0.027366452206634622)	(94.0, 0.021015097918920964)	(95.0, 0.0178428068740751)	(96.0, 0.016868577815776904)	(97.0, 0.018124336820415494)	(98.0, 0.029482280360058805)	(99.0, 0.03017788184259744)	(100.0, 0.020771298790131343)
